Bill_ID,item_ID,QUANTITY,PRICE,Total,ItemType,ParentID,item_notes,Item,Category
145256.0,113759.0,1.0,35.0,35.0,1.0,0.0,(),green cola,drink
145256.0,113758.0,1.0,20.0,20.0,1.0,0.0,(),big cola,drink
145257.0,113711.0,1.0,210.0,210.0,1.0,0.0,(),wildepic,main
145257.0,113725.0,1.0,380.0,380.0,1.0,0.0,(),nash,main
145258.0,113713.0,2.0,250.0,500.0,1.0,0.0,(),wildnash,main
145258.0,113745.0,1.0,70.0,70.0,1.0,0.0,(),frescas,side
145259.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
145260.0,113741.0,1.0,125.0,125.0,1.0,0.0,(),tnt fries,side
145262.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145263.0,113715.0,1.0,220.0,220.0,1.0,0.0,(),pcvolt,drink
145263.0,113710.0,1.0,190.0,190.0,1.0,0.0,(),nash,main
145265.0,113716.0,1.0,280.0,280.0,1.0,0.0,(),pcnash,main
145266.0,113708.0,1.0,160.0,160.0,1.0,0.0,combo,jog,main
145267.0,113709.0,1.0,165.0,165.0,1.0,0.0,(),jvolt,drink
